id,year,statistic,name,team,value,top_25
402,1932,Slugging Average,Jimmie Foxx,Philadelphia,.749,Top 25
403,1932,Stolen Bases,Ben Chapman,New York,38,Top 25
404,1932,Total Bases,Jimmie Foxx,Philadelphia,438,Top 25
405,1932,Triples,Joe Cronin,Washington,18,Top 25
406,1933,Base on Balls,Babe Ruth,New York,114,Top 25
407,1933,Batting Average,Jimmie Foxx,Philadelphia,.356,Top 25
408,1933,Doubles,Joe Cronin,Washington,45,Top 25
409,1933,Hits,Heinie Manush,Washington,221,Top 25
410,1933,Home Runs,Jimmie Foxx,Philadelphia,48,Top 25
411,1933,On Base Percentage,Mickey Cochrane,Philadelphia,.459,Top 25
412,1933,RBI,Jimmie Foxx,Philadelphia,163,Top 25
413,1933,Runs,Lou Gehrig,New York,138,Top 25
414,1933,Slugging Average,Jimmie Foxx,Philadelphia,.703,Top 25
415,1933,Stolen Bases,Ben Chapman,New York,27,Top 25
416,1933,Total Bases,Jimmie Foxx,Philadelphia,403,Top 25
417,1934,Base on Balls,Jimmie Foxx,Philadelphia,111,Top 25
418,1934,Batting Average,Lou Gehrig,New York,.363,Top 25
419,1934,Doubles,Hank Greenberg,Detroit,63,Top 25
420,1934,Hits,Charlie Gehringer,Detroit,214,Top 25
421,1934,Home Runs,Lou Gehrig,New York,44,Top 25
422,1934,On Base Percentage,Lou Gehrig,New York,.465,Top 25
423,1934,RBI,Lou Gehrig,New York,165,Top 25
424,1934,Runs,Charlie Gehringer,Detroit,134,Top 25
425,1934,Slugging Average,Lou Gehrig,New York,.706,Top 25
426,1934,Stolen Bases,Billy Werber,Boston,40,Top 25
427,1934,Total Bases,Lou Gehrig,New York,409,Top 25
428,1935,Base on Balls,Lou Gehrig,New York,132,Top 25
429,1935,Batting Average,Buddy Myer,Washington,.349,Top 25
430,1935,Doubles,Joe Vosmik,Cleveland,47,Top 25
431,1935,Hits,Joe Vosmik,Cleveland,216,Top 25
432,1935,Home Runs,Jimmie Foxx,Philadelphia,36,Top 25
433,1935,Home Runs,Hank Greenberg,Detroit,36,Top 25
434,1935,On Base Percentage,Lou Gehrig,New York,.466,Top 25
435,1935,RBI,Hank Greenberg,Detroit,170,Top 25
436,1935,Runs,Lou Gehrig,New York,125,Top 25
437,1935,Slugging Average,Jimmie Foxx,Philadelphia,.636,Top 25
438,1935,Stolen Bases,Billy Werber,Boston,29,Top 25
439,1935,Total Bases,Hank Greenberg,Detroit,389,Top 25
440,1935,Triples,Joe Vosmik,Cleveland,20,Top 25
441,1936,Base on Balls,Lou Gehrig,New York,130,Top 25
442,1936,Batting Average,Luke Appling,Chicago,.388,Top 25
443,1936,Doubles,Charlie Gehringer,Detroit,60,Top 25
444,1936,Hits,Earl Averill,Cleveland,232,Top 25
445,1936,Home Runs,Lou Gehrig,New York,49,Top 25
446,1936,On Base Percentage,Lou Gehrig,New York,.478,Top 25
